SKU;Category;Name;Brand;Ed.izm;Price;Description;Photo
10035;Ламинированные полы>Kronostar>De facto (33 кл.);D4843 Дуб Таурус;Kronostar (Россия);м.кв.;25,5;"Характеристики покрытия:
Класс истираемости: АС5
Класс применения: 33
Размер панели, мм: 1380х193х12
Фаска 4V";http://www.santrade.by/Kronostar/De%20facto/D4843%20%D0%94%D1%83%D0%B1%20%D0%A2%D0%B0%D1%83%D1%80%D1%83%D1%81.jpg
10036;Ламинированные полы>Kronostar>De facto (33 кл.);D4842 Дуб Нобилис;Kronostar (Россия);м.кв.;25,5;"Характеристики покрытия:
Класс истираемости: АС5
Класс применения: 33
Размер панели, мм: 1380х193х12
Фаска 4V";http://www.santrade.by/Kronostar/De%20facto/D4842%20%D0%94%D1%83%D0%B1%20%D0%9D%D0%BE%D0%B1%D0%B8%D0%BB%D0%B8%D1%81.jpg
10037;Ламинированные полы>Kronostar>De facto (33 кл.); D4846 Дуб Орион;Kronostar (Россия); ;25,5;"Характеристики покрытия:
Класс истираемости: АС5
Класс применения: 33
Размер панели, мм: 1380х193х12
Фаска 4V";http://www.santrade.by/Kronostar/De%20facto/D4846%20%D0%94%D1%83%D0%B1%20%D0%9E%D1%80%D0%B8%D0%BE%D0%BD.jpg
10038;"Ламинированные полы>Kronostar>Synchro-Tec (33 кл.)
";2999 Дуб Перитус;Kronostar (Россия);м.кв.;16,9;"Характеристики покрытия:
Класс истираемости: АС5
Класс применения: 33
Размер панели, мм: 1380х193х8
Количество в упаковке, шт: 8
Поверхность: ER синхронная структура
Фаска 4V
Площадь пачки, м2 2,1304
Метров квадратных в паллете: 127,843";http://www.santrade.by/prod_images/Synchro-Tec/2999%20%D0%94%D1%83%D0%B1%20%D0%9F%D0%B5%D1%80%D0%B8%D1%82%D1%83%D1%81.jpg
10039;"Ламинированные полы>Kronostar>Synchro-Tec (33 кл.)
";2994 Дуб Мемория;Kronostar (Россия);м.кв;16,9;"Характеристики покрытия:
Класс истираемости: АС5
Класс применения: 33
Размер панели, мм: 1380х193х8
Количество в упаковке, шт: 8
Поверхность: ER синхронная структура
Фаска 4V
Площадь пачки, м2 2,1304
Метров квадратных в паллете: 127,843";http://www.santrade.by/prod_images/Synchro-Tec/2994%20%D0%94%D1%83%D0%B1%20%D0%9C%D0%B5%D0%BC%D0%BE%D1%80%D0%B8%D1%8F.jpg
10040;Ламинированные полы>Kronostar>Synchro-Tec (33 кл.);2802 Дуб Шоко;Kronostar (Россия);м.кв.;16,9;"Характеристики покрытия:
Класс истираемости: АС5
Класс применения: 33
Размер панели, мм: 1380х193х8
Количество в упаковке, шт: 8
Поверхность: ER синхронная структура
Фаска 4V
Площадь пачки, м2 2,1304
Метров квадратных в паллете: 127,843";http://www.santrade.by/prod_images/Synchro-Tec/2802%20%D0%94%D1%83%D0%B1%20%D0%A8%D0%BE%D0%BA%D0%BE.jpg
10041;Ламинированные полы>Kronostar>Synchro-Tec (33 кл.);2801 Дуб Инженариус;Kronostar (Россия);м.кв.;16,9;"Характеристики покрытия:
Класс истираемости: АС5
Класс применения: 33
Размер панели, мм: 1380х193х8
Количество в упаковке, шт: 8
Поверхность: ER синхронная структура
Фаска 4V
Площадь пачки, м2 2,1304
Метров квадратных в паллете: 127,843";http://www.santrade.by/prod_images/Synchro-Tec/2801%20%D0%94%D1%83%D0%B1%20%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B0%D1%80%D0%B8%D1%83%D1%81.jpg
10042;Ламинированные полы>Kronostar>Synchro-Tec (33 кл.);2800 Дуб Регуляр;Kronostar (Россия);м.кв.;16,9;"Характеристики покрытия:
Класс истираемости: АС5
Класс применения: 33
Размер панели, мм: 1380х193х8
Количество в упаковке, шт: 8
Поверхность: ER синхронная структура
Фаска 4V
Площадь пачки, м2 2,1304
Метров квадратных в паллете: 127,843";http://www.santrade.by/prod_images/Synchro-Tec/2800%20%D0%94%D1%83%D0%B1%20%D0%A0%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%80.jpg
10043;Ламинированные полы>Kronostar>Synchro-Tec (33 кл.);1556 Дуб Цертус;Kronostar (Россия); м.кв.;16,9;"Характеристики покрытия:
Класс истираемости: АС5
Класс применения: 33
Размер панели, мм: 1380х193х8
Количество в упаковке, шт: 8
Поверхность: ER синхронная структура
Фаска 4V
Площадь пачки, м2 2,1304
Метров квадратных в паллете: 127,843";http://www.santrade.by/prod_images/Synchro-Tec/1556%20%D0%94%D1%83%D0%B1%20%D0%A6%D0%B5%D1%80%D1%82%D1%83%D1%81.jpg
10044;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;K042 Арт Воркс;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/images/K042%20%D0%90%D1%80%D1%82%20%D0%92%D0%BE%D1%80%D0%BA%D1%81%20600.jpg
10045;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;K040 Урбан Дрифтвуд;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/images/K040%20%D0%A3%D1%80%D0%B1%D0%B0%D0%BD%20%D0%94%D1%80%D0%B8%D1%84%D1%82%D0%B2%D1%83%D0%B4%20600.jpg
10046;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;Kronospan РБ К039 Сильверсайд ;Kronospan (Беларусь); м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/images/K039%20%D0%A1%D0%B8%D0%BB%D1%8C%D0%B2%D0%B5%D1%80%D1%81%D0%B0%D0%B9%D0%B4%20%D0%94%D1%80%D0%B8%D1%84%D1%82%D0%B2%D1%83%D0%B4%20600.jpg
10047;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;К034 Ясень Ривендел;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/images/K034%20%D0%AF%D1%81%D0%B5%D0%BD%D1%8C%20%D0%A0%D0%B8%D0%B2%D0%B5%D0%BD%D0%B4%D0%B5%D0%BB%20600.jpg
10048;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8722 Дуб Монреаль;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/8722dubmonreal.jpg
10049;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8721 Дуб Маранелло;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/8721dubmaranello.jpg
10050;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;9748 Дуб Натуральный;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/dubnatur_9748.jpg
10051;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8711 Береза Тундра;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/_thumb_/8711%20Bereza%20Tundra.jpg
10052;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8222 Дуб Массив;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/_thumb_/8222%20Dub%20Massiv.jpg
10053;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;4280 Дуб Шведский ;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/_thumb_/4280%20Dub%20SHvedskij%20Kantri.jpg
10054;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;4289 Каштан Серый;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/_thumb_/4289%20Kashtan%20Seryj.jpg
10055;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;4282 Дуб Рейкьявик;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/4282.jpg
10056;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;5529 Дуб Орегон;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/oregon.jpg
10057;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8766 Венге Киото;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/venge.jpg
10058;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;5936 Дуб Лейкленд;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/5936.jpg
10059;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;9195 Дуб Рустикальный;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/-9195-600x600.jpg
10060;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;9170 Дуб Беленый;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/9170.jpg
10061;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;709 Дуб Античный;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/709.jpg
10062;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8635 Дуб Северный;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/8635.jpg
10063;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8731 Дуб Коттедж;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/8731.jpg
10064;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;7637 Клен Кюрли;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/7637.jpg
10065;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;3351 Дуб Каньон ;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/3351.jpg
10066;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8726 Дуб Альзас;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/8726.jpg
10067;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8723 Дуб Меринос;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/8723.jpg
10068;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8642 Дуб Каньон Белый;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/8642.jpg
10069;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8279 Дуб Пастельный;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/8279.jpg
10070;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8075 Ясень Белый;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/8075.jpg
10071;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;8072 Дуб Ностальгия;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/8072.gif
10072;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;5340 Дуб Каталония;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/5340.jpg
10073;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;5339 Дуб Старинный;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/5339.jpg
10074;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;5239 Дуб Тайгер;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/5239.jpg
10075;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;5236 Дуб Гренландский;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/5236.jpg
10076;Ламинированные полы>Krono Original® Kronospan РБ>Castello Classic;1665 Дуб Роял;Kronospan (Беларусь);м.кв.;11,5;"ХАРАКТЕРИСТИКИ
Класс применения 32
Класс истираемости АС4
Размер панели, мм 1285x192x8
Поверхность антибактериальное покрытие А.В.С.
Фаска нет
Теплый пол да";http://www.santrade.by/photo_tovar/%D0%9A%D1%80%D0%BE%D0%BD%D0%BE%D1%88%D0%BF%D0%B0%D0%BD/1665.jpg
10077;Ламинированные полы>Krono Original® Kronospan РБ>Forte classic;8464 Сосна белая;Kronospan (Беларусь);м.кв.;12,5;"ХАРАКТЕРИСТИКИ
Класс применения- 33
Класс истираемости- АС5
Размер панели, мм -1285x192x8
Поверхность антибактериальное покрытие -А.В.С.
Система замкового соединения: TwinClic
Фаска -нет
Теплый пол -да";http://www.santrade.by/Kronospan/8464%20sosna%20belaya.jpg
10078;"Ламинированные полы>Krono Original® Kronospan РБ>Forte classic
";K002 Дуб серый крафт;Kronospan (Беларусь);м.кв.;12,5;"ХАРАКТЕРИСТИКИ
Класс применения- 33
Класс истираемости- АС5
Размер панели, мм -1285x192x8
Поверхность антибактериальное покрытие -А.В.С.
Система замкового соединения: TwinClic
Фаска -нет
Теплый пол -да";http://www.santrade.by/Kronospan/k002%20dub%20seriy%20kraft.jpg
